id,area,square_feet,num_bedrooms,num_bathrooms,year_built,has_garage,price
2760,Viman Nagar,549,1,1,1997,0,4324393
2761,Pimpri-Chinchwad,1348,3,3,2016,1,9282999
2762,Hinjewadi,2026,4,3,2011,1,11198983
2763,Pimpri-Chinchwad,2771,5,4,2006,1,16443509
2764,Kalyani Nagar,2292,4,3,2026,1,24530633
2765,Kalyani Nagar,1923,4,4,2015,1,19860652
2766,Pimpri-Chinchwad,1094,2,2,2024,1,7524943
2767,Hinjewadi,1413,3,3,1997,1,7794724
2768,Kalyani Nagar,2041,4,3,2015,1,21417555
2769,Koregaon Park,1665,3,2,2002,1,18537753
2770,Koregaon Park,558,1,1,2011,0,6895193
2771,Koregaon Park,1223,3,3,1992,1,14291089
2772,Viman Nagar,1697,3,2,2017,1,13861348
2773,Viman Nagar,1449,3,2,1999,1,11595645
2774,Kalyani Nagar,2459,4,3,2022,1,24919483
2775,Hinjewadi,2497,4,3,2019,1,13833963
2776,Kalyani Nagar,2054,4,4,2000,1,20561624
2777,Kalyani Nagar,3696,5,5,1997,1,33657870
2778,Hinjewadi,634,1,2,2013,0,3738848
2779,Hinjewadi,1465,3,2,2002,1,8006498
2780,Pimpri-Chinchwad,625,1,2,1999,1,4200408
2781,Kalyani Nagar,1965,4,3,2006,1,20251286
2782,Kalyani Nagar,1135,2,2,2010,0,11849351
2783,Koregaon Park,1621,3,2,2019,1,21078336
2784,Hinjewadi,703,1,1,2016,0,4048425
2785,Pimpri-Chinchwad,2206,4,4,2025,1,14898226
2786,Pimpri-Chinchwad,742,1,2,1991,0,4119365
2787,Koregaon Park,2055,4,3,1995,1,23269103
2788,Koregaon Park,3704,5,5,2016,0,45939216
2789,Viman Nagar,1366,3,3,1990,1,10328071
2790,Viman Nagar,1110,2,2,2024,0,9498018
2791,Kalyani Nagar,1677,3,3,1999,1,16291657
2792,Kalyani Nagar,884,2,2,2023,1,9778140
2793,Koregaon Park,510,1,1,2016,0,6422578
2794,Kalyani Nagar,1046,2,2,1994,0,9841367
2795,Pimpri-Chinchwad,3080,5,4,2005,0,18866086
2796,Hinjewadi,4072,5,5,2011,1,21157398
2797,Koregaon Park,942,2,2,2009,0,11365718
2798,Hinjewadi,2379,4,4,1994,1,12504149
2799,Koregaon Park,1071,2,2,1999,0,11724059
2800,Viman Nagar,1095,2,2,1996,0,8242163
2801,Pimpri-Chinchwad,3640,5,4,2025,1,24339253
2802,Hinjewadi,833,2,2,2009,0,4975303
2803,Viman Nagar,2902,5,4,1996,0,20716509
2804,Pimpri-Chinchwad,1081,2,2,2004,0,6444983
2805,Koregaon Park,611,1,1,1991,0,6481114
2806,Kalyani Nagar,2794,5,4,2003,1,26148566
2807,Hinjewadi,1484,3,2,1994,1,7782939
2808,Viman Nagar,583,1,2,2020,1,5433178
2809,Kalyani Nagar,1347,3,2,1997,0,12476769
2810,Pimpri-Chinchwad,2037,4,4,1992,1,11678847
2811,Hinjewadi,2199,4,4,1998,1,11733783
2812,Pimpri-Chinchwad,3529,5,5,2008,1,21458323
2813,Hinjewadi,1506,3,2,2013,1,8839485
2814,Viman Nagar,667,1,1,2024,1,5890880
2815,Hinjewadi,2301,4,4,2025,1,13662325
2816,Pimpri-Chinchwad,2409,4,3,2016,1,14957058
2817,Viman Nagar,668,1,2,2008,0,5195326
2818,Hinjewadi,816,2,2,2020,1,5413914
2819,Hinjewadi,679,1,1,2010,0,3650413
2820,Kalyani Nagar,2144,4,4,2020,1,22867799
2821,Kalyani Nagar,1034,2,2,2019,0,10525417
2822,Viman Nagar,630,1,2,1994,0,4932507
2823,Koregaon Park,3110,5,5,2000,0,35903756
2824,Viman Nagar,2271,4,4,2026,1,20103822
2825,Pimpri-Chinchwad,1592,3,2,1999,1,10117638
2826,Hinjewadi,1269,3,3,2020,1,8078589
2827,Kalyani Nagar,1666,3,3,1997,1,16295582
2828,Koregaon Park,630,1,2,2013,0,8007022
2829,Viman Nagar,1336,3,3,2014,1,11466329
2830,Koregaon Park,834,2,2,2024,1,10722043
2831,Pimpri-Chinchwad,1007,2,2,1993,0,5732712
2832,Viman Nagar,1376,3,3,2015,1,11467111
2833,Koregaon Park,703,1,1,2010,0,8276121
2834,Kalyani Nagar,1293,3,3,1992,1,11625586
2835,Kalyani Nagar,1201,3,2,2018,0,12791815
2836,Kalyani Nagar,570,1,2,2020,0,6153641
2837,Hinjewadi,2944,5,4,2024,1,18300479
2838,Koregaon Park,2264,4,3,2020,1,27661412
2839,Pimpri-Chinchwad,2071,4,4,2006,1,12585587
2840,Koregaon Park,829,2,2,2014,1,10055523
2841,Pimpri-Chinchwad,1572,3,2,2008,0,9800081
2842,Viman Nagar,1858,4,3,2008,1,15369091
2843,Koregaon Park,1350,3,3,1995,0,15568567
2844,Hinjewadi,902,2,2,2018,1,5524440
2845,Viman Nagar,2934,5,4,1996,1,22246047
2846,Viman Nagar,897,2,2,2016,1,8122440
2847,Koregaon Park,1015,2,2,1992,1,11494392
2848,Hinjewadi,1312,3,3,2002,1,7696158
2849,Viman Nagar,588,1,1,2008,0,4948180
2850,Pimpri-Chinchwad,4008,5,4,2022,1,27202159
2851,Hinjewadi,972,2,2,2010,0,5625602
2852,Koregaon Park,1025,2,2,2017,0,12629881
2853,Kalyani Nagar,2367,4,3,1996,1,22891990
2854,Pimpri-Chinchwad,2373,4,4,2012,1,14787165
2855,Viman Nagar,2978,5,4,2002,1,22831169
2856,Pimpri-Chinchwad,3338,5,5,2009,0,20981658
2857,Koregaon Park,1289,3,2,1995,1,14246104
2858,Pimpri-Chinchwad,2705,5,4,1994,1,16005532
2859,Koregaon Park,1097,2,2,1998,1,12056434
2860,Pimpri-Chinchwad,2439,4,3,1992,1,13963933
2861,Koregaon Park,3190,5,4,2024,1,40335288
2862,Hinjewadi,508,1,1,1995,0,2596177
2863,Koregaon Park,566,1,1,1993,0,6163930
2864,Viman Nagar,530,1,1,1996,0,4162812
2865,Hinjewadi,565,1,2,2014,0,3514013
2866,Pimpri-Chinchwad,2173,4,4,2007,0,13443425
2867,Hinjewadi,2484,4,4,2021,1,15044780
2868,Hinjewadi,690,1,1,1991,0,3448354
2869,Koregaon Park,686,1,2,2002,0,7664870
2870,Koregaon Park,3955,5,4,2002,1,44746468
2871,Kalyani Nagar,592,1,2,2016,0,6497042
2872,Koregaon Park,936,2,2,2021,1,12247364
2873,Kalyani Nagar,998,2,2,1995,0,9444499
2874,Viman Nagar,1439,3,2,2025,1,13217235
2875,Viman Nagar,524,1,1,2011,0,4183113
2876,Pimpri-Chinchwad,521,1,2,1996,0,3083954
2877,Hinjewadi,1273,3,3,2002,1,7133417
2878,Hinjewadi,2354,4,3,2002,1,12991688
2879,Kalyani Nagar,3280,5,5,1995,1,31411312
2880,Pimpri-Chinchwad,2805,5,5,1998,1,16995432
2881,Kalyani Nagar,2595,4,3,2009,1,24766120
2882,Pimpri-Chinchwad,2976,5,5,2002,1,17516150
2883,Hinjewadi,1537,3,2,1996,0,8029673
2884,Hinjewadi,593,1,1,1996,1,3330822
2885,Pimpri-Chinchwad,2422,4,4,2018,1,16553770
2886,Viman Nagar,2292,4,3,2014,1,19724898
2887,Pimpri-Chinchwad,889,2,2,2007,1,6095235
2888,Viman Nagar,1833,4,3,1991,1,14450623
2889,Viman Nagar,570,1,2,2026,1,5338542
2890,Viman Nagar,860,2,2,2025,1,7971008
2891,Pimpri-Chinchwad,638,1,1,1991,0,3636685
2892,Viman Nagar,1386,3,2,2016,1,11731093
2893,Viman Nagar,1296,3,3,2000,0,9931922
2894,Pimpri-Chinchwad,3406,5,5,2019,1,22825857
2895,Koregaon Park,2105,4,3,2003,1,23654122
2896,Kalyani Nagar,1575,3,3,2018,1,16271860
2897,Koregaon Park,550,1,2,2013,0,7090357
2898,Kalyani Nagar,628,1,2,2002,0,6288703
2899,Viman Nagar,2534,4,3,2020,1,21470663
2900,Koregaon Park,1215,3,3,2001,0,13491973
2901,Hinjewadi,2282,4,3,2020,1,13314716
2902,Koregaon Park,1104,2,2,2006,0,12836768
2903,Hinjewadi,2158,4,4,2001,1,11238113
2904,Hinjewadi,1008,2,2,1994,1,5670731
2905,Pimpri-Chinchwad,745,1,2,2011,0,4666010
2906,Pimpri-Chinchwad,570,1,1,2013,0,3566956
2907,Hinjewadi,570,1,1,1990,1,3003451
2908,Hinjewadi,605,1,2,2026,0,3925378
2909,Koregaon Park,519,1,1,1999,1,6115990
2910,Pimpri-Chinchwad,2529,4,3,1991,1,14786396
2911,Pimpri-Chinchwad,2375,4,3,2025,1,16439012
2912,Pimpri-Chinchwad,568,1,2,2026,0,3903850
2913,Kalyani Nagar,3301,5,4,2007,1,30729133
2914,Kalyani Nagar,690,1,2,2003,0,6952457
2915,Hinjewadi,3456,5,4,2005,1,18196935
2916,Kalyani Nagar,644,1,1,2005,1,6686881
2917,Viman Nagar,918,2,2,2017,1,8129501
2918,Hinjewadi,506,1,1,2008,1,3097649
2919,Koregaon Park,3380,5,5,1993,1,36848149
2920,Kalyani Nagar,2562,4,4,1997,0,24690331
2921,Kalyani Nagar,3069,5,4,2008,1,30590731
2922,Koregaon Park,979,2,2,2018,1,12836684
2923,Pimpri-Chinchwad,583,1,2,1993,0,3299045
2924,Viman Nagar,2597,4,4,1994,0,18846753
2925,Pimpri-Chinchwad,1452,3,3,1994,1,8521009
2926,Koregaon Park,2807,5,4,1997,1,31405302
2927,Viman Nagar,1505,3,3,2018,1,13675030
2928,Viman Nagar,3406,5,4,2000,1,26407899
2929,Viman Nagar,3635,5,5,1998,1,28697392
2930,Pimpri-Chinchwad,1587,3,2,1992,1,9112838
2931,Koregaon Park,974,2,2,2015,1,12702952
2932,Pimpri-Chinchwad,3119,5,4,1998,1,19099396
2933,Kalyani Nagar,646,1,1,2002,0,6022806
2934,Pimpri-Chinchwad,1055,2,2,2020,1,7375341
2935,Pimpri-Chinchwad,692,1,1,2023,0,4769641
2936,Kalyani Nagar,2001,4,3,2009,1,20112733
2937,Kalyani Nagar,569,1,2,2011,1,6360765
2938,Viman Nagar,3283,5,5,2003,0,25184646
2939,Pimpri-Chinchwad,3566,5,5,2023,1,23655874
2940,Viman Nagar,1302,3,3,2020,0,11588602
2941,Kalyani Nagar,2289,4,4,2023,1,24921840
2942,Hinjewadi,510,1,1,2015,0,2879870
2943,Viman Nagar,2562,4,4,2018,1,22177300
2944,Viman Nagar,1264,3,2,1999,1,10209437
2945,Pimpri-Chinchwad,1527,3,2,2024,0,10379130
2946,Viman Nagar,952,2,2,2022,1,8612989
2947,Koregaon Park,3996,5,4,2004,1,46906536
2948,Pimpri-Chinchwad,1668,3,2,2018,1,10704841
2949,Viman Nagar,1598,3,2,2017,0,13202635
2950,Pimpri-Chinchwad,2484,4,3,1998,1,14301096
2951,Pimpri-Chinchwad,2593,4,3,2019,1,17235047
2952,Kalyani Nagar,1513,3,2,1998,1,14117666
2953,Viman Nagar,2936,5,5,2015,1,24954097
2954,Koregaon Park,3489,5,4,2012,1,42482433
2955,Hinjewadi,1220,3,3,1994,1,6742140
2956,Koregaon Park,1823,4,4,2022,1,24335319
2957,Pimpri-Chinchwad,4106,5,5,2026,1,26565392
2958,Koregaon Park,909,2,2,2016,0,11250730
2959,Kalyani Nagar,1378,3,3,1998,0,13097456
2960,Hinjewadi,1142,2,2,1992,1,6144864
2961,Koregaon Park,1536,3,2,2006,1,17409646
2962,Viman Nagar,1081,2,2,1991,1,7809673
2963,Kalyani Nagar,3156,5,4,2014,1,33377674
2964,Koregaon Park,1600,3,3,1996,1,17878021
2965,Hinjewadi,3072,5,5,1998,1,15464941
2966,Pimpri-Chinchwad,883,2,2,2000,0,5268877
2967,Kalyani Nagar,949,2,2,2010,0,9781683
2968,Kalyani Nagar,2207,4,3,2021,1,24184397
2969,Koregaon Park,1581,3,3,2015,1,18769555
2970,Viman Nagar,552,1,1,1994,0,4067919
2971,Hinjewadi,694,1,1,2019,0,4150400
2972,Viman Nagar,2735,5,5,1991,1,21169029
2973,Pimpri-Chinchwad,3815,5,4,1997,1,21706671
2974,Hinjewadi,671,1,1,1996,0,3299224
2975,Koregaon Park,1105,2,2,1998,0,12034609
2976,Koregaon Park,2244,4,3,2008,1,26098601
2977,Koregaon Park,1606,3,3,2010,1,18619300
2978,Pimpri-Chinchwad,619,1,1,1992,0,3655676
2979,Koregaon Park,3426,5,5,1996,1,37853381
2980,Hinjewadi,2332,4,4,2004,1,12163605
2981,Hinjewadi,3745,5,5,1996,1,19444325
2982,Hinjewadi,1221,3,3,2012,1,7782654
2983,Koregaon Park,2578,4,3,2010,1,29041881
2984,Pimpri-Chinchwad,3945,5,5,2014,1,24769060
2985,Pimpri-Chinchwad,1534,3,3,2001,0,9209965
2986,Pimpri-Chinchwad,678,1,2,2003,0,4012885
2987,Kalyani Nagar,577,1,2,1993,0,5158764
2988,Hinjewadi,1080,2,2,1995,0,5625682
2989,Pimpri-Chinchwad,568,1,1,2011,0,3769000
2990,Kalyani Nagar,1003,2,2,2001,1,9612120
2991,Viman Nagar,806,2,2,1999,1,6820408
2992,Hinjewadi,2494,4,3,1997,1,12464374
2993,Hinjewadi,1618,3,3,2000,1,9064159
2994,Koregaon Park,1676,3,3,2004,1,19302851
2995,Hinjewadi,2955,5,5,1990,1,14476594
2996,Koregaon Park,3635,5,5,2010,1,42922395
2997,Kalyani Nagar,557,1,2,2013,1,6300932
2998,Pimpri-Chinchwad,1296,3,2,1990,1,7514056
2999,Koregaon Park,514,1,2,2011,1,6319302
3000,Hinjewadi,3305,5,5,2013,1,18016890
3001,Viman Nagar,1821,4,3,2006,1,14735776
3002,Viman Nagar,1022,2,2,2019,1,9154630
3003,Pimpri-Chinchwad,4018,5,4,2000,1,23820465
3004,Viman Nagar,892,2,2,2011,0,7437682
3005,Hinjewadi,1692,3,2,2023,1,10026864
3006,Viman Nagar,1062,2,2,2015,0,9344653
3007,Koregaon Park,3335,5,5,2026,1,42598669
3008,Viman Nagar,4069,5,4,1991,1,29652097
3009,Koregaon Park,742,1,1,2012,0,8760598
3010,Viman Nagar,556,1,1,1997,0,4229065
3011,Viman Nagar,3439,5,5,1993,1,25102004
3012,Hinjewadi,1668,3,3,1995,1,8539397
3013,Kalyani Nagar,607,1,1,2018,0,6402309
3014,Koregaon Park,1958,4,4,2021,1,25357792
3015,Viman Nagar,968,2,2,2014,0,8565019
3016,Kalyani Nagar,2090,4,3,1991,1,19251110
3017,Viman Nagar,1543,3,3,2007,1,12239096
3018,Hinjewadi,1379,3,2,1992,1,7222892
3019,Hinjewadi,3951,5,5,1999,1,19841013
3020,Viman Nagar,1033,2,2,2026,0,8877594
3021,Kalyani Nagar,655,1,2,2008,0,6284454
3022,Viman Nagar,997,2,2,1998,1,8106993
3023,Pimpri-Chinchwad,841,2,2,2019,0,5819243
3024,Pimpri-Chinchwad,3053,5,4,2002,1,17803546
3025,Hinjewadi,1053,2,2,2009,1,5935884
3026,Hinjewadi,600,1,1,2003,0,3166994
3027,Kalyani Nagar,2518,4,3,2009,1,25127703
3028,Viman Nagar,1643,3,3,2003,1,12821385
3029,Pimpri-Chinchwad,1006,2,2,1993,0,5640126
3030,Viman Nagar,1404,3,3,2019,1,12172417
3031,Koregaon Park,1931,4,3,2012,1,23499715
3032,Hinjewadi,692,1,2,2004,1,4131457
3033,Pimpri-Chinchwad,1568,3,3,2001,1,10026597
3034,Hinjewadi,2149,4,4,2000,1,11571426
3035,Hinjewadi,1602,3,2,2026,1,9553145
3036,Viman Nagar,1046,2,2,2022,0,9361255
3037,Hinjewadi,888,2,2,1999,1,5283306
3038,Viman Nagar,1684,3,2,2005,0,12652065
3039,Hinjewadi,1871,4,4,1995,1,10182258
3040,Pimpri-Chinchwad,1211,3,2,2025,0,8527351
3041,Hinjewadi,2427,4,4,1998,0,12550525
3042,Hinjewadi,4175,5,5,2008,1,22434927
3043,Pimpri-Chinchwad,1206,3,3,2007,1,7912709
3044,Pimpri-Chinchwad,2232,4,3,2003,1,14367229
3045,Viman Nagar,3862,5,4,1990,1,28295040
3046,Pimpri-Chinchwad,610,1,1,2005,1,3846796
3047,Kalyani Nagar,1141,2,2,1999,1,11348251
3048,Hinjewadi,694,1,1,2008,0,3607004
3049,Koregaon Park,1666,3,3,2018,0,19865394
3050,Koregaon Park,995,2,2,2021,1,13128028
3051,Hinjewadi,2948,5,4,2014,1,16694163
3052,Kalyani Nagar,3226,5,5,2011,1,33637290
3053,Koregaon Park,913,2,2,2015,0,11621696
3054,Pimpri-Chinchwad,2424,4,4,1990,1,13301920
3055,Pimpri-Chinchwad,625,1,2,2025,1,4479341
3056,Koregaon Park,1293,3,2,2011,1,16503236
3057,Viman Nagar,2101,4,3,1991,1,14879401
3058,Hinjewadi,1083,2,2,1992,0,5777116
3059,Kalyani Nagar,633,1,2,2026,0,6746771
3060,Viman Nagar,1387,3,3,1996,1,11110730
3061,Pimpri-Chinchwad,3479,5,4,1992,1,19371744
3062,Kalyani Nagar,1355,3,3,2007,0,13956563
3063,Kalyani Nagar,1569,3,3,1995,0,14459082
3064,Viman Nagar,2710,5,4,2024,1,22977878
3065,Koregaon Park,800,2,2,1997,0,9368050
3066,Kalyani Nagar,560,1,2,2010,0,5950131
3067,Pimpri-Chinchwad,3429,5,4,1999,1,20311596
3068,Pimpri-Chinchwad,896,2,2,2000,0,5376853
3069,Viman Nagar,1340,3,2,2024,1,11658694
3070,Koregaon Park,2721,5,4,2006,1,31730367
3071,Koregaon Park,912,2,2,2017,1,12025734
3072,Koregaon Park,569,1,2,2007,0,6887117
3073,Koregaon Park,3500,5,5,2023,1,45273154
3074,Hinjewadi,3662,5,5,2015,1,20157352
3075,Viman Nagar,2042,4,4,2022,1,18927190
3076,Pimpri-Chinchwad,726,1,1,2021,0,4746718
3077,Koregaon Park,1263,3,2,2020,1,15715907
3078,Koregaon Park,902,2,2,2007,1,10657301
3079,Pimpri-Chinchwad,809,2,2,2010,1,5601307
3080,Kalyani Nagar,1663,3,3,1995,1,15424449
3081,Pimpri-Chinchwad,3274,5,4,2014,1,21028499
3082,Koregaon Park,2704,5,5,2015,1,33200654
3083,Pimpri-Chinchwad,4040,5,4,2017,1,26169772
3084,Viman Nagar,3466,5,4,2014,1,29610014
3085,Koregaon Park,614,1,1,2018,1,7602741
3086,Koregaon Park,694,1,1,2020,0,8269209
3087,Kalyani Nagar,3931,5,4,2019,1,42092916
3088,Kalyani Nagar,1598,3,2,1996,1,14452289
3089,Pimpri-Chinchwad,1990,4,4,2012,1,12679868
3090,Koregaon Park,1967,4,4,2007,1,22867958
3091,Pimpri-Chinchwad,1554,3,3,2008,1,9596102
3092,Koregaon Park,1836,4,3,2002,1,20196863
3093,Kalyani Nagar,1963,4,4,2011,1,19778850
3094,Kalyani Nagar,963,2,2,1991,1,8644385
3095,Pimpri-Chinchwad,1294,3,2,2004,0,8134090
3096,Viman Nagar,3009,5,5,2013,1,24271794
3097,Kalyani Nagar,647,1,2,2016,0,6959665
3098,Koregaon Park,1592,3,2,1996,1,18373291
3099,Viman Nagar,953,2,2,2025,0,8524848
3100,Viman Nagar,1245,3,3,1998,1,10347003
3101,Pimpri-Chinchwad,1084,2,2,2025,0,7659596
3102,Hinjewadi,1693,3,3,2026,0,10181632
3103,Viman Nagar,635,1,1,2026,0,5491855
3104,Hinjewadi,3865,5,5,1999,1,19764431
3105,Koregaon Park,1034,2,2,2021,1,12760182
3106,Pimpri-Chinchwad,1399,3,3,2020,1,9865324
3107,Pimpri-Chinchwad,3196,5,4,2000,1,19279520
3108,Koregaon Park,3877,5,4,2018,1,45904933
3109,Koregaon Park,1687,3,3,2019,1,21103857
3110,Pimpri-Chinchwad,1444,3,3,2012,0,9691344
3111,Viman Nagar,648,1,1,2007,0,5012462
3112,Pimpri-Chinchwad,1102,2,2,2016,0,7022818
3113,Koregaon Park,871,2,2,2016,1,11369624
3114,Viman Nagar,3429,5,5,2005,1,26522969
3115,Viman Nagar,577,1,1,1992,1,4429945
3116,Kalyani Nagar,1642,3,2,1995,1,15660251
3117,Pimpri-Chinchwad,838,2,2,2018,0,5742400
3118,Kalyani Nagar,4027,5,5,2005,1,39366969
3119,Koregaon Park,3197,5,4,2015,1,39472269
3120,Viman Nagar,600,1,2,2006,0,4846644
3121,Hinjewadi,924,2,2,2005,1,5340920
3122,Kalyani Nagar,955,2,2,2016,0,10000387
3123,Kalyani Nagar,2891,5,5,2013,1,29073252
3124,Pimpri-Chinchwad,695,1,2,2008,1,4547452
3125,Koregaon Park,1063,2,2,1991,0,11655395
3126,Viman Nagar,2120,4,4,2018,1,18921534
3127,Hinjewadi,3080,5,4,2007,1,16817471
3128,Hinjewadi,1856,4,3,2021,1,11739187
3129,Viman Nagar,1623,3,3,2023,0,14184456
3130,Kalyani Nagar,1283,3,2,1990,1,11663060
3131,Hinjewadi,1624,3,3,2007,1,9113147
3132,Pimpri-Chinchwad,4066,5,4,2015,1,25122694
3133,Pimpri-Chinchwad,3643,5,4,2012,1,22442088
3134,Kalyani Nagar,1083,2,2,1994,0,10024977
3135,Kalyani Nagar,969,2,2,2023,1,10960462
3136,Hinjewadi,971,2,2,1997,1,5633171
3137,Viman Nagar,1396,3,3,2014,1,12425270
3138,Koregaon Park,1469,3,3,1998,1,17207896
3139,Pimpri-Chinchwad,512,1,1,2018,1,3560686
3140,Pimpri-Chinchwad,1393,3,2,2014,0,8816877
3141,Viman Nagar,1082,2,2,1996,1,8408971
3142,Hinjewadi,2504,4,3,2023,1,14275479
3143,Kalyani Nagar,1431,3,3,2023,1,15129788
3144,Pimpri-Chinchwad,2974,5,4,2009,1,17842479
3145,Pimpri-Chinchwad,3910,5,5,1994,1,22222319
3146,Kalyani Nagar,992,2,2,2000,0,9138885
3147,Hinjewadi,976,2,2,2007,0,5767807
3148,Viman Nagar,1690,3,2,2007,1,13362274
3149,Hinjewadi,2058,4,3,2002,1,11690440
3150,Hinjewadi,1212,3,2,2004,1,6729606
3151,Hinjewadi,638,1,2,1998,0,3297470
3152,Pimpri-Chinchwad,967,2,2,1997,0,5643184
3153,Hinjewadi,1111,2,2,1996,1,6039072
3154,Viman Nagar,1379,3,2,2026,1,12080840
3155,Viman Nagar,1023,2,2,2016,1,8953802
3156,Kalyani Nagar,725,1,2,2014,0,7064334
3157,Pimpri-Chinchwad,3588,5,4,2021,1,24103756
3158,Kalyani Nagar,958,2,2,2016,0,9681457
3159,Pimpri-Chinchwad,1950,4,3,2022,1,12894276
3160,Koregaon Park,2550,4,3,1990,1,27955392
3161,Viman Nagar,544,1,2,2017,0,4862782
3162,Koregaon Park,1596,3,3,2001,1,18563306
3163,Pimpri-Chinchwad,1532,3,3,2025,0,10724894
3164,Koregaon Park,1518,3,3,2015,1,19739351
3165,Kalyani Nagar,514,1,2,2008,1,5381890
3166,Kalyani Nagar,2781,5,5,2006,1,27246968
3167,Viman Nagar,3764,5,5,2008,1,29984246
3168,Hinjewadi,1845,4,3,2009,1,10882401
3169,Kalyani Nagar,4162,5,4,2000,1,38359171
3170,Kalyani Nagar,1700,3,3,2024,1,19127825
3171,Viman Nagar,4156,5,4,1998,1,29979450
3172,Hinjewadi,2470,4,3,1999,1,12545948
3173,Viman Nagar,2736,5,4,2005,1,22148644
3174,Pimpri-Chinchwad,953,2,2,2012,0,6203599
3175,Pimpri-Chinchwad,2922,5,5,1993,1,17111208
3176,Koregaon Park,2316,4,3,2012,0,27000316
3177,Koregaon Park,2731,5,5,2001,1,32459674
3178,Hinjewadi,1459,3,2,2007,1,8710589
3179,Pimpri-Chinchwad,2225,4,4,1999,1,13630300
3180,Viman Nagar,3714,5,4,2009,1,28415737
3181,Viman Nagar,563,1,1,2008,0,4475917
3182,Viman Nagar,1039,2,2,1998,1,8634393
3183,Hinjewadi,633,1,1,2001,0,3467507
3184,Pimpri-Chinchwad,3483,5,5,2000,1,20652984
3185,Koregaon Park,1631,3,3,2023,1,21815145
3186,Viman Nagar,524,1,1,2022,1,4853467
3187,Pimpri-Chinchwad,1054,2,2,2006,0,6384888
3188,Kalyani Nagar,856,2,2,2025,1,9560643
3189,Hinjewadi,2784,5,5,1992,1,14284996
3190,Hinjewadi,929,2,2,2013,1,5849512
3191,Hinjewadi,900,2,2,1997,0,4693491
3192,Viman Nagar,981,2,2,1993,1,7319492
3193,Hinjewadi,554,1,1,1994,1,3025056
3194,Koregaon Park,731,1,1,2002,0,8164799
3195,Pimpri-Chinchwad,945,2,2,2013,0,6487230
3196,Koregaon Park,2108,4,3,2023,1,26896665
3197,Pimpri-Chinchwad,732,1,1,2025,0,4676901
3198,Hinjewadi,3757,5,5,2016,1,20467441
3199,Pimpri-Chinchwad,968,2,2,2010,1,6774945
3200,Pimpri-Chinchwad,1988,4,4,2021,1,13794983
3201,Hinjewadi,617,1,1,2017,0,3486365
3202,Koregaon Park,2182,4,4,2008,1,25767750
3203,Pimpri-Chinchwad,728,1,1,2006,1,4560418
3204,Pimpri-Chinchwad,2531,4,3,2018,1,17375393
3205,Hinjewadi,3490,5,5,1995,1,18202993
3206,Pimpri-Chinchwad,1126,2,2,2015,1,7413681
3207,Koregaon Park,1574,3,2,2014,1,18759036
3208,Pimpri-Chinchwad,562,1,2,1990,1,3670946
3209,Viman Nagar,3927,5,5,2010,1,31138667
3210,Viman Nagar,1914,4,4,1990,1,14537314
3211,Koregaon Park,1015,2,2,2003,0,11860346
3212,Koregaon Park,1549,3,2,2020,0,20123225
3213,Pimpri-Chinchwad,2472,4,4,2025,1,17648760
3214,Pimpri-Chinchwad,1803,4,3,2006,1,11820598
3215,Hinjewadi,1274,3,2,2019,1,7686408
3216,Hinjewadi,938,2,2,2015,1,5611082
3217,Pimpri-Chinchwad,1515,3,2,2012,1,9604379
3218,Hinjewadi,661,1,1,1991,0,3165824
3219,Viman Nagar,2022,4,4,2009,1,16135140
3220,Kalyani Nagar,1690,3,3,2018,0,17776330
3221,Koregaon Park,2118,4,3,1993,1,23851501
3222,Hinjewadi,901,2,2,2003,1,5101806
3223,Pimpri-Chinchwad,3087,5,4,2019,1,21186632
3224,Koregaon Park,3872,5,4,1990,1,40104088
3225,Koregaon Park,697,1,2,1990,0,7504008
3226,Pimpri-Chinchwad,3586,5,5,1999,1,20548310
3227,Pimpri-Chinchwad,1142,2,2,2014,1,7970422
3228,Koregaon Park,3466,5,5,2011,1,41600427
3229,Hinjewadi,1392,3,2,2007,1,7722858
3230,Hinjewadi,1095,2,2,2021,0,6209068
3231,Kalyani Nagar,3778,5,5,2012,1,38997365
3232,Pimpri-Chinchwad,3298,5,4,1998,1,19923673
3233,Pimpri-Chinchwad,2000,4,4,1994,1,11723231
3234,Hinjewadi,730,1,1,2001,0,3708233
3235,Hinjewadi,4136,5,5,2015,1,22698626
3236,Kalyani Nagar,2287,4,3,2008,1,23834971
3237,Pimpri-Chinchwad,2185,4,4,1998,1,13347819
3238,Pimpri-Chinchwad,2364,4,3,1996,0,13171148
3239,Hinjewadi,678,1,2,2023,0,4270777
3240,Pimpri-Chinchwad,2048,4,4,2018,1,13929732
3241,Hinjewadi,1206,3,2,2023,1,7473969
3242,Koregaon Park,1085,2,2,2020,1,13522126
3243,Hinjewadi,2115,4,4,1996,1,10706585
3244,Kalyani Nagar,1570,3,3,1990,1,14771521
3245,Kalyani Nagar,1022,2,2,1997,0,9578936
3246,Pimpri-Chinchwad,1343,3,2,2015,0,8554014
3247,Kalyani Nagar,1817,4,3,2026,0,19479405
3248,Kalyani Nagar,2205,4,3,2013,1,21895646
3249,Kalyani Nagar,1130,2,2,2012,0,11529723
3250,Pimpri-Chinchwad,3695,5,4,2007,1,22932572
3251,Kalyani Nagar,1126,2,2,1999,0,11015639
3252,Kalyani Nagar,1202,3,2,2017,1,12726872
3253,Viman Nagar,1011,2,2,2015,0,8997624
